City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
285,Bull Savanna,JM,2022-05-12 17:33:06,17.8868,-77.5902,83.77,57,24,16.37
286,Riyadh,SA,2022-05-12 17:30:40,24.6877,46.7219,91.54,11,1,11.41
287,Victor Harbor,AU,2022-05-12 17:33:06,-35.5667,138.6167,58.68,92,84,3.65
288,Lauchhammer,DE,2022-05-12 17:33:07,51.5,13.8,67.53,65,53,2.84
289,Luderitz,NA,2022-05-12 17:33:07,-26.6481,15.1594,56.8,82,0,14.34
290,Cabo San Lucas,MX,2022-05-12 17:32:26,22.8909,-109.9124,93.61,52,18,6.91
291,Wiarton,CA,2022-05-12 17:33:08,44.7407,-81.1332,75.65,35,75,3.44
292,Banyo,CM,2022-05-12 17:33:08,6.75,11.8167,70.09,86,77,4.7
293,Katsuura,JP,2022-05-12 17:31:20,35.1333,140.3,66.69,96,100,10.02
294,Saint-Denis,FR,2022-05-12 17:29:37,48.9167,2.3333,68.77,49,0,8.05
